CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13122,94,2,922.39,2,2,3,Potential Loyalists
13124,90,3,3686.48,2,3,4,Potential Loyalists
13126,5,8,2062.74,4,4,4,Champions
13127,78,1,259.17,2,1,1,Potential Loyalists
13130,94,1,64.0,2,1,1,Potential Loyalists
13131,23,3,1073.3,3,3,3,Champions
13132,262,1,77.3,1,1,1,Lost
13133,274,2,109.8,1,2,1,Potential Loyalists
13134,86,4,1793.58,2,3,4,Potential Loyalists
13136,56,5,2607.61,2,4,4,Potential Loyalists
13137,11,8,3603.29,4,4,4,Champions
13138,22,6,962.39,3,4,3,Champions
13139,16,7,5064.9400000000005,4,4,4,Champions
13140,108,3,422.47,2,3,2,Potential Loyalists
13141,85,5,2388.75,2,4,4,Potential Loyalists
13142,19,1,307.09000000000003,3,1,2,New Customers
13144,333,1,110.95,1,1,1,Lost
13145,40,3,323.52,3,3,2,Potential Loyalists
13146,26,1,228.91,3,1,1,New Customers
13147,10,4,712.8,4,3,3,Champions
13148,29,12,3578.56,3,4,4,Champions
13149,14,4,1676.06,4,3,4,Champions
13151,296,1,1118.27,1,1,3,Lost
13153,6,1,486.22,4,1,2,New Customers
13155,33,4,971.76,3,3,3,Champions
13157,49,4,1741.22,3,3,4,Champions
13158,95,4,1201.06,2,3,3,Potential Loyalists
13159,9,4,1429.35,4,3,3,Champions
13160,22,1,91.8,3,1,1,New Customers
13161,313,1,112.75,1,1,1,Lost
13162,122,4,1688.29,2,3,4,Potential Loyalists
13165,46,2,1021.48,3,2,3,New Customers
13166,283,1,417.2,1,1,2,Lost
13167,19,4,749.5699999999999,3,3,3,Champions
13168,36,4,1299.59,3,3,3,Champions
13169,64,2,712.88,2,2,3,Potential Loyalists
13170,27,1,108.81,3,1,1,New Customers
13171,22,3,335.21,3,3,2,Potential Loyalists
13173,4,2,353.65000000000003,4,2,2,New Customers
13174,16,3,2640.92,4,3,4,Champions
13176,46,1,448.59,3,1,2,New Customers
13177,65,1,282.45,2,1,1,Potential Loyalists
13178,26,11,5725.47,3,4,4,Champions
13182,45,1,121.18,3,1,1,New Customers
13183,8,9,3957.78,4,4,4,Champions
13184,15,10,1648.79,4,4,4,Champions
13185,268,1,71.4,1,1,1,Lost
13186,40,3,1575.89,3,3,4,Champions
13187,337,1,236.02,1,1,1,Lost
13188,11,1,99.6,4,1,1,New Customers
13189,19,2,260.68,3,2,1,New Customers
13192,95,2,911.94,2,2,3,Potential Loyalists
13193,61,1,95.13,2,1,1,Potential Loyalists
13194,136,1,60.7,2,1,1,Potential Loyalists
13196,11,4,1723.93,4,3,4,Champions
13198,10,6,3321.34,4,4,4,Champions
13199,4,35,7404.04,4,4,4,Champions
13200,19,4,870.09,3,3,3,Champions
13203,10,4,829.51,4,3,3,Champions
13207,15,2,250.26000000000002,4,2,1,New Customers
13208,59,6,1217.65,2,4,3,Potential Loyalists
13209,30,8,5857.71,3,4,4,Champions
13210,94,1,353.48,2,1,2,Potential Loyalists
13211,10,3,1095.42,4,3,3,Champions
13212,20,3,736.83,3,3,3,Champions
13213,57,5,1470.68,2,4,3,Potential Loyalists
13216,268,1,333.74,1,1,2,Lost
13217,122,3,533.98,2,3,2,Potential Loyalists
13218,127,1,62.64,2,1,1,Potential Loyalists
13220,78,4,819.2900000000001,2,3,3,Potential Loyalists
13221,240,2,847.41,1,2,3,Potential Loyalists
13223,200,2,163.2,1,2,1,Potential Loyalists
13224,60,2,2100.27,2,2,4,Potential Loyalists
13225,3,6,4066.32,4,4,4,Champions
13226,273,1,108.21000000000001,1,1,1,Lost
13227,202,1,257.7,1,1,1,Lost
13228,81,1,358.0,2,1,2,Potential Loyalists
13229,226,1,160.95,1,1,1,Lost
13230,4,14,2632.27,4,4,4,Champions
13232,13,7,1243.6,4,4,3,Champions
13233,74,2,605.12,2,2,2,Potential Loyalists
13235,212,1,997.1700000000001,1,1,3,Lost
13236,25,2,712.95,3,2,3,New Customers
13238,17,4,675.73,4,3,3,Champions
13239,262,1,329.56,1,1,2,Lost
13240,96,4,663.65,2,3,3,Potential Loyalists
13242,112,3,270.40000000000003,2,3,1,Potential Loyalists
13243,203,1,585.12,1,1,2,Lost
13244,93,1,121.74000000000001,2,1,1,Potential Loyalists
13245,51,1,430.5,3,1,2,New Customers
13246,18,6,1961.52,4,4,4,Champions
13247,18,4,501.12,4,3,2,Potential Loyalists
13248,125,2,465.68,2,2,2,Potential Loyalists
13249,92,3,406.13,2,3,2,Potential Loyalists
13253,157,2,762.56,1,2,3,Potential Loyalists
13255,9,2,399.51,4,2,2,New Customers
13258,12,3,672.83,4,3,3,Champions
13259,62,1,283.18,2,1,1,Potential Loyalists
13260,61,1,557.62,2,1,2,Potential Loyalists
13261,269,2,944.1,1,2,3,Potential Loyalists
13262,263,1,200.29,1,1,1,Lost
13263,1,34,7371.38,4,4,4,Champions
13265,53,5,1826.76,2,4,4,Potential Loyalists
13266,11,12,3511.0,4,4,4,Champions
13267,3,19,4521.49,4,4,4,Champions
13268,18,11,3134.8,4,4,4,Champions
13269,1,15,5343.28,4,4,4,Champions
13271,37,1,211.49,3,1,1,New Customers
13272,31,2,276.56,3,2,1,New Customers
13273,113,1,138.98,2,1,1,Potential Loyalists
13276,64,2,590.9300000000001,2,2,2,Potential Loyalists
13277,16,4,258.4,4,3,1,Potential Loyalists
13278,41,1,542.73,3,1,2,New Customers
13279,78,1,137.75,2,1,1,Potential Loyalists
13280,122,3,798.46,2,3,3,Potential Loyalists
13282,18,3,1132.14,4,3,3,Champions
13283,60,2,93.66,2,2,1,Potential Loyalists
13284,331,1,201.19,1,1,1,Lost
13285,23,4,2658.27,3,3,4,Champions
13291,156,1,361.11,1,1,2,Lost
13292,39,2,578.94,3,2,2,New Customers
13294,190,2,873.74,1,2,3,Potential Loyalists
13295,360,1,201.20000000000002,1,1,1,Lost
13296,137,1,87.4,2,1,1,Potential Loyalists
13297,8,4,2089.85,4,3,4,Champions
13298,1,1,360.0,4,1,2,New Customers
13299,268,1,142.5,1,1,1,Lost
13300,169,1,371.89,1,1,2,Lost
13301,104,4,618.09,2,3,2,Potential Loyalists
13302,155,1,63.75,1,1,1,Lost
13304,351,1,300.42,1,1,2,Lost
13305,4,10,2000.86,4,4,4,Champions
13307,120,1,15.0,2,1,1,Potential Loyalists
13308,23,3,1325.03,3,3,3,Champions
13309,7,5,1456.79,4,4,3,Champions
13310,28,3,1132.03,3,3,3,Champions
13311,4,2,581.62,4,2,2,New Customers
13313,22,5,1555.3200000000002,3,4,4,Champions
13314,2,3,775.94,4,3,3,Champions
13316,37,4,4275.41,3,3,4,Champions
13317,66,6,2253.73,2,4,4,Potential Loyalists
13318,1,3,640.76,4,3,3,Champions
13319,5,26,10709.95,4,4,4,Champions
13320,78,4,1532.2,2,3,3,Potential Loyalists
13321,72,2,335.36,2,2,2,Potential Loyalists
13322,17,1,199.48000000000002,4,1,1,New Customers
13323,3,5,787.85,4,4,3,Champions
13324,36,10,5597.31,3,4,4,Champions
13325,82,1,675.3,2,1,3,Potential Loyalists
13327,39,8,3627.77,3,4,4,Champions
13328,316,1,1042.08,1,1,3,Lost
13329,32,2,789.0,3,2,3,New Customers
13330,93,3,1140.93,2,3,3,Potential Loyalists
13332,14,1,350.90000000000003,4,1,2,New Customers
13334,82,3,3502.32,2,3,4,Potential Loyalists
13336,77,1,795.12,2,1,3,Potential Loyalists
13338,158,1,422.02,1,1,2,Lost
13339,201,1,826.22,1,1,3,Lost
13340,45,7,9522.24,3,4,4,Champions
13341,261,1,758.9,1,1,3,Lost
13343,178,1,303.43,1,1,2,Lost
13344,68,3,2055.9900000000002,2,3,4,Potential Loyalists
13345,288,1,339.5,1,1,2,Lost
13347,70,1,291.36,2,1,2,Potential Loyalists
13348,64,1,233.76000000000002,2,1,1,Potential Loyalists
13349,11,1,197.32,4,1,1,New Customers
13350,16,2,829.1700000000001,4,2,3,New Customers
13351,66,1,323.94,2,1,2,Potential Loyalists
13352,60,1,347.98,2,1,2,Potential Loyalists
13354,71,1,743.53,2,1,3,Potential Loyalists
13355,122,1,674.7,2,1,3,Potential Loyalists
13356,80,1,751.29,2,1,3,Potential Loyalists
13357,257,1,593.45,1,1,2,Lost
13358,269,1,389.03000000000003,1,1,2,Lost
13359,64,1,389.56,2,1,2,Potential Loyalists
13362,9,4,3090.7400000000002,4,3,4,Champions
13363,18,2,892.5,4,2,3,New Customers
13364,71,1,134.96,2,1,1,Potential Loyalists
13365,34,2,2157.57,3,2,4,New Customers
13368,257,2,539.5,1,2,2,Potential Loyalists
13369,366,1,258.28000000000003,1,1,1,Lost
13370,372,1,754.87,1,1,3,Lost
13372,90,1,328.64,2,1,2,Potential Loyalists
13373,61,3,3312.25,2,3,4,Potential Loyalists
13375,89,1,778.65,2,1,3,Potential Loyalists
13376,99,3,869.76,2,3,3,Potential Loyalists
13379,26,3,572.56,3,3,2,Potential Loyalists
13381,32,6,3639.31,3,4,4,Champions
13382,281,1,222.99,1,1,1,Lost
13384,31,7,3686.35,3,4,4,Champions
13385,330,1,484.67,1,1,2,Lost
13388,131,2,627.15,2,2,2,Potential Loyalists
13389,11,3,782.96,4,3,3,Champions
13390,75,1,544.08,2,1,2,Potential Loyalists
13391,204,1,59.8,1,1,1,Lost
13394,2,8,2520.02,4,4,4,Champions
13395,185,1,275.82,1,1,1,Lost
13396,29,2,1335.99,3,2,3,New Customers
13397,73,5,1416.53,2,4,3,Potential Loyalists
13398,192,1,457.34000000000003,1,1,2,Lost
13402,127,2,621.23,2,2,2,Potential Loyalists
13403,18,1,75.0,4,1,1,New Customers
13404,1,2,252.49,4,2,1,New Customers
13405,74,3,557.451,2,3,2,Potential Loyalists
13408,2,62,26409.08,4,4,4,Champions
13410,24,5,1003.06,3,4,3,Champions
13411,107,1,213.55,2,1,1,Potential Loyalists
13414,134,2,568.5,2,2,2,Potential Loyalists
13416,44,2,712.5,3,2,3,New Customers
13417,5,2,640.83,4,2,3,New Customers
13418,12,18,5860.48,4,4,4,Champions
13419,64,1,221.06,2,1,1,Potential Loyalists
13420,150,2,159.85,1,2,1,Potential Loyalists
13421,40,2,1833.71,3,2,4,New Customers
13422,64,1,2594.4,2,1,4,Potential Loyalists
13425,108,3,1609.21,2,3,4,Potential Loyalists
13426,1,10,3641.32,4,4,4,Champions
13427,19,3,582.6,3,3,2,Potential Loyalists
13428,10,1,201.78,4,1,1,New Customers
13429,11,4,1006.8,4,3,3,Champions
13430,19,2,679.45,3,2,3,New Customers
13431,67,2,1269.1,2,2,3,Potential Loyalists
13434,74,2,534.24,2,2,2,Potential Loyalists
13435,5,7,3775.33,4,4,4,Champions
13436,2,1,179.94,4,1,1,New Customers
13437,14,7,3190.61,4,4,4,Champions
13439,255,1,283.71,1,1,1,Lost
13441,92,1,296.64,2,1,2,Potential Loyalists
13447,23,3,1112.49,3,3,3,Champions
13448,17,6,3517.7400000000002,4,4,4,Champions
13449,24,1,291.88,3,1,2,New Customers
13450,27,6,1940.04,3,4,4,Champions
13451,26,5,2898.2599999999998,3,4,4,Champions
13453,166,2,356.98,1,2,2,Potential Loyalists
13455,25,2,1058.34,3,2,3,New Customers
13456,18,6,1717.8200000000002,4,4,4,Champions
13458,7,14,9646.57,4,4,4,Champions
13460,29,2,183.44,3,2,1,New Customers
13461,39,3,1445.0,3,3,3,Champions
13462,253,1,151.5,1,1,1,Lost
13464,58,1,657.73,2,1,3,Potential Loyalists
13466,184,1,307.90000000000003,1,1,2,Lost
13467,11,2,1071.91,4,2,3,New Customers
13468,2,37,5688.02,4,4,4,Champions
13470,99,2,165.0,2,2,1,Potential Loyalists
13471,1,4,2467.94,4,3,4,Champions
13473,61,2,422.64,2,2,2,Potential Loyalists
13474,236,1,226.84,1,1,1,Lost
13475,191,4,1406.83,1,3,3,Cannot Lose Them
13476,179,2,971.52,1,2,3,Potential Loyalists
13477,38,6,1454.58,3,4,3,Champions
13479,201,2,300.95,1,2,2,Potential Loyalists
13481,46,5,1804.56,3,4,4,Champions
13482,232,1,184.64000000000001,1,1,1,Lost
13483,66,1,140.34,2,1,1,Potential Loyalists
13484,241,1,313.8,1,1,2,Lost
13485,233,1,454.24,1,1,2,Lost
13486,78,3,1122.41,2,3,3,Potential Loyalists
13487,58,3,575.4,2,3,2,Potential Loyalists
13488,17,13,8826.16,4,4,4,Champions
13489,105,3,291.12,2,3,2,Potential Loyalists
13491,52,10,1181.92,2,4,3,Potential Loyalists
13492,136,3,1269.84,2,3,3,Potential Loyalists
13493,275,2,394.95,1,2,2,Potential Loyalists
13494,312,1,316.26000000000005,1,1,2,Lost
13495,8,5,2044.8700000000001,4,4,4,Champions
13496,11,2,653.33,4,2,3,New Customers
13497,283,2,348.05,1,2,2,Potential Loyalists
13499,18,5,1047.75,4,4,3,Champions
13500,23,3,1166.77,3,3,3,Champions
13501,288,1,1340.32,1,1,3,Lost
13502,17,3,292.0,4,3,2,Potential Loyalists
13503,71,1,216.85,2,1,1,Potential Loyalists
13504,64,1,295.93,2,1,2,Potential Loyalists
13505,73,4,3633.63,2,3,4,Potential Loyalists
13506,316,2,458.52,1,2,2,Potential Loyalists
13507,3,4,2479.16,4,3,4,Champions
13508,244,1,110.97,1,1,1,Lost
13509,9,6,964.72,4,4,3,Champions
13510,1,4,1791.56,4,3,4,Champions
13512,261,1,251.21,1,1,1,Lost
13513,127,1,205.1,2,1,1,Potential Loyalists
13514,74,1,152.20000000000002,2,1,1,Potential Loyalists
13515,73,4,891.12,2,3,3,Potential Loyalists
13516,21,3,770.4100000000001,3,3,3,Champions
13517,60,3,2128.42,2,3,4,Potential Loyalists
13518,86,1,627.16,2,1,2,Potential Loyalists
13519,78,1,122.75,2,1,1,Potential Loyalists
13520,59,6,2984.35,2,4,4,Potential Loyalists
13521,1,3,1071.73,4,3,3,Champions
13522,30,1,125.80000000000001,3,1,1,New Customers
13523,33,5,3452.43,3,4,4,Champions
13524,41,5,650.1800000000001,3,4,3,Champions
13525,15,2,164.78,4,2,1,New Customers
13527,34,7,2242.36,3,4,4,Champions
13529,79,2,206.06,2,2,1,Potential Loyalists
13531,205,2,483.8,1,2,2,Potential Loyalists
13532,34,1,210.31,3,1,1,New Customers
13533,183,3,269.09,1,3,1,At Risk
13534,2,25,5870.08,4,4,4,Champions
13536,1,7,3444.39,4,4,4,Champions
13538,43,7,1280.85,3,4,3,Champions
13539,86,3,597.44,2,3,2,Potential Loyalists
13544,40,2,276.06,3,2,1,New Customers
13546,12,3,621.09,4,3,2,Potential Loyalists
13548,96,2,678.16,2,2,3,Potential Loyalists
13549,26,7,918.2,3,4,3,Champions
13551,319,1,91.80000000000001,1,1,1,Lost
13552,66,12,3740.07,2,4,4,Potential Loyalists
13555,74,4,4098.88,2,3,4,Potential Loyalists
13557,28,2,584.0600000000001,3,2,2,New Customers
13558,6,4,594.52,4,3,2,Potential Loyalists
13560,7,1,171.42000000000002,4,1,1,New Customers
13561,216,1,141.85999999999999,1,1,1,Lost
13562,82,3,1799.3300000000002,2,3,4,Potential Loyalists
13563,84,2,527.53,2,2,2,Potential Loyalists
13564,354,2,1174.03,1,2,3,Potential Loyalists
13565,19,2,240.22,3,2,1,New Customers
13566,41,2,856.84,3,2,3,New Customers
13568,173,1,187.05,1,1,1,Lost
13569,17,2,321.67,4,2,2,New Customers
13570,243,1,239.49,1,1,1,Lost
13571,13,12,2068.9900000000002,4,4,4,Champions
13572,206,1,1384.25,1,1,3,Lost
13573,50,2,267.21,3,2,1,New Customers
13575,23,5,732.07,3,4,3,Champions
13576,10,18,6683.4400000000005,4,4,4,Champions
13577,25,4,1687.6000000000001,3,3,4,Champions
13579,15,2,467.04,4,2,2,New Customers
13581,309,1,118.0,1,1,1,Lost
13583,156,1,781.03,1,1,3,Lost
13584,307,1,142.4,1,1,1,Lost
13587,64,1,413.0,2,1,2,Potential Loyalists
13588,16,9,2445.05,4,4,4,Champions
13589,15,2,354.65,4,2,2,New Customers
13590,11,6,1720.32,4,4,4,Champions
13591,65,3,1117.13,2,3,3,Potential Loyalists
13592,36,4,231.01,3,3,1,Potential Loyalists
13593,108,5,2011.88,2,4,4,Potential Loyalists
13594,53,1,396.97,2,1,2,Potential Loyalists
13596,6,2,664.11,4,2,3,New Customers
13598,47,1,160.04,3,1,1,New Customers
13599,1,21,5030.07,4,4,4,Champions
13600,312,1,219.52,1,1,1,Lost
13601,45,2,693.32,3,2,3,New Customers
13602,65,1,428.89,2,1,2,Potential Loyalists
13603,26,1,164.34,3,1,1,New Customers
13606,29,3,276.75,3,3,1,Potential Loyalists
13607,40,1,675.51,3,1,3,New Customers
13610,12,7,1057.38,4,4,3,Champions
13611,89,3,1154.4,2,3,3,Potential Loyalists
13614,24,4,1382.06,3,3,3,Champions
13615,319,1,417.69,1,1,2,Lost
13617,40,3,544.18,3,3,2,Potential Loyalists
13618,174,1,177.34,1,1,1,Lost
13621,117,1,213.85,2,1,1,Potential Loyalists
13623,31,5,727.74,3,4,3,Champions
13626,253,1,257.23,1,1,1,Lost
13627,59,5,1434.95,2,4,3,Potential Loyalists
13629,23,11,5715.36,3,4,4,Champions
13630,5,7,1879.1399999999999,4,4,4,Champions
13631,100,11,3070.42,2,4,4,Potential Loyalists
13632,25,5,2118.93,3,4,4,Champions
13634,33,5,1547.3600000000001,3,4,4,Champions
13635,68,1,1071.03,2,1,3,Potential Loyalists
13636,37,5,932.47,3,4,3,Champions
13637,52,3,804.3,2,3,3,Potential Loyalists
13638,16,1,122.64,4,1,1,New Customers
13639,74,1,795.74,2,1,3,Potential Loyalists
13642,216,1,279.38,1,1,1,Lost
13643,31,3,519.44,3,3,2,Potential Loyalists
13644,16,4,2548.71,4,3,4,Champions
13645,120,1,252.1,2,1,1,Potential Loyalists
13647,10,4,1648.1200000000001,4,3,4,Champions
13649,257,2,346.6,1,2,2,Potential Loyalists
13650,17,6,1836.3400000000001,4,4,4,Champions
13651,40,1,79.2,3,1,1,New Customers
13652,46,3,1095.08,3,3,3,Champions
13654,43,6,2605.63,3,4,4,Champions
13655,114,2,932.97,2,2,3,Potential Loyalists
13656,165,2,379.65,1,2,2,Potential Loyalists
13657,11,2,367.14,4,2,2,New Customers
13658,10,5,2472.17,4,4,4,Champions
13659,206,2,1432.1000000000001,1,2,3,Potential Loyalists
13662,86,3,813.46,2,3,3,Potential Loyalists
13663,179,1,189.47,1,1,1,Lost
13666,60,3,84.65,2,3,1,Potential Loyalists
13667,149,1,299.05,1,1,2,Lost
13668,3,21,6055.76,4,4,4,Champions
13669,51,2,218.55,3,2,1,New Customers
13670,75,1,349.7,2,1,2,Potential Loyalists
13672,301,2,186.39000000000001,1,2,1,Potential Loyalists
13673,19,2,357.49,3,2,2,New Customers
13675,151,2,486.82000000000005,1,2,2,Potential Loyalists
13678,152,1,215.32,1,1,1,Lost
13680,1,4,3719.12,4,3,4,Champions
13681,18,4,827.83,4,3,3,Champions
13682,187,1,59.5,1,1,1,Lost
13684,286,1,65.13,1,1,1,Lost
13685,3,4,20.92,4,3,1,Potential Loyalists
13686,183,1,72.0,1,1,1,Lost
13689,63,1,910.0,2,1,3,Potential Loyalists
13690,59,1,172.25,2,1,1,Potential Loyalists
13692,25,3,1452.3700000000001,3,3,3,Champions
13694,4,48,40786.66,4,4,4,Champions
13695,31,15,2444.13,3,4,4,Champions
13697,39,1,151.3,3,1,1,New Customers
13699,155,1,308.58000000000004,1,1,2,Lost
13700,26,10,2248.63,3,4,4,Champions
13703,318,1,99.5,1,1,1,Lost
13704,5,9,2291.11,4,4,4,Champions
13705,8,3,546.86,4,3,2,Potential Loyalists
13706,303,1,290.89000000000004,1,1,2,Lost
13707,267,2,770.46,1,2,3,Potential Loyalists
13708,271,1,285.33,1,1,1,Lost
13709,4,13,6232.650000000001,4,4,4,Champions
13710,32,1,180.48,3,1,1,New Customers
13711,219,2,252.06,1,2,1,Potential Loyalists
13712,247,1,228.84,1,1,1,Lost
13715,281,5,1077.39,1,4,3,Cannot Lose Them
13716,269,1,138.28,1,1,1,Lost
13717,32,6,1380.87,3,4,3,Champions
13718,246,2,306.55,1,2,2,Potential Loyalists
13719,15,5,1016.68,4,4,3,Champions
13720,117,4,705.7,2,3,3,Potential Loyalists
13721,36,1,524.14,3,1,2,New Customers
13722,132,3,2314.93,2,3,4,Potential Loyalists
13723,217,1,199.85000000000002,1,1,1,Lost
13725,50,8,1980.56,3,4,4,Champions
13726,39,2,1079.66,3,2,3,New Customers
13727,29,2,333.48,3,2,2,New Customers
13728,37,6,1016.14,3,4,3,Champions
13730,136,2,752.6,2,2,3,Potential Loyalists
13731,219,2,610.59,1,2,2,Potential Loyalists
13732,28,1,491.86,3,1,2,New Customers
13735,25,4,2818.7400000000002,3,3,4,Champions
13736,5,2,662.0,4,2,3,New Customers
13737,200,1,339.6,1,1,2,Lost
13739,18,1,216.9,4,1,1,New Customers
13740,241,1,350.75,1,1,2,Lost
13741,72,3,668.4300000000001,2,3,3,Potential Loyalists
13742,17,12,2974.27,4,4,4,Champions
13743,3,7,1202.4,4,4,3,Champions
13744,95,2,1038.76,2,2,3,Potential Loyalists
13745,162,1,300.04,1,1,2,Lost
13747,374,1,79.6,1,1,1,Lost
13748,96,5,948.25,2,4,3,Potential Loyalists
13750,54,5,1647.26,2,4,4,Potential Loyalists
13751,288,1,296.25,1,1,2,Lost
13752,124,6,1129.43,2,4,3,Potential Loyalists
13753,288,1,741.26,1,1,3,Lost
13754,152,2,282.6,1,2,1,Potential Loyalists
13755,4,9,2045.16,4,4,4,Champions
13756,2,14,4834.320000000001,4,4,4,Champions
13758,12,7,3079.82,4,4,4,Champions
13759,33,2,659.4100000000001,3,2,3,New Customers
13760,54,2,286.79,2,2,1,Potential Loyalists
13761,50,2,1070.65,3,2,3,New Customers
13762,219,1,306.72,1,1,2,Lost
13763,63,1,1714.96,2,1,4,Potential Loyalists
13764,71,3,1519.42,2,3,3,Potential Loyalists
13767,2,37,15389.960000000001,4,4,4,Champions
13769,2,10,2728.71,4,4,4,Champions
13771,64,4,2634.45,2,3,4,Potential Loyalists
13772,34,3,1105.68,3,3,3,Champions
13774,82,1,345.0,2,1,2,Potential Loyalists
13777,1,29,12627.52,4,4,4,Champions
13778,103,1,178.7,2,1,1,Potential Loyalists
13780,7,2,257.26,4,2,1,New Customers
13781,251,1,127.84,1,1,1,Lost
13782,13,6,908.86,4,4,3,Champions
13784,10,8,1935.75,4,4,4,Champions
13786,367,1,230.4,1,1,1,Lost
13787,76,2,309.04,2,2,2,Potential Loyalists
13790,4,1,348.79999999999995,4,1,2,New Customers
13791,128,2,1226.0,2,2,3,Potential Loyalists
13792,66,2,195.55,2,2,1,Potential Loyalists
13798,1,55,31591.87,4,4,4,Champions
13799,117,2,688.86,2,2,3,Potential Loyalists
13800,310,1,526.4200000000001,1,1,2,Lost
13801,67,1,324.8,2,1,2,Potential Loyalists
13802,139,3,4057.42,2,3,4,Potential Loyalists
13803,255,1,277.07,1,1,1,Lost
13804,31,7,2554.4900000000002,3,4,4,Champions
13805,52,2,563.0,2,2,2,Potential Loyalists
13806,64,1,256.38,2,1,1,Potential Loyalists
13807,367,1,112.6,1,1,1,Lost
13808,6,5,1687.76,4,4,4,Champions
13809,305,1,155.05,1,1,1,Lost
13810,29,2,725.8100000000001,3,2,3,New Customers
13811,184,2,519.75,1,2,2,Potential Loyalists
13812,42,3,485.0,3,3,2,Potential Loyalists
13813,40,4,1168.8600000000001,3,3,3,Champions
13814,92,2,1477.42,2,2,3,Potential Loyalists
13815,22,4,3487.08,3,3,4,Champions
13816,24,2,459.72,3,2,2,New Customers
13817,29,2,328.98,3,2,2,New Customers
13819,302,3,1140.35,1,3,3,Cannot Lose Them
13821,145,2,385.64,1,2,2,Potential Loyalists
13822,6,2,615.35,4,2,2,New Customers
13823,19,2,957.66,3,2,3,New Customers
13824,33,5,1698.94,3,4,4,Champions
13826,176,1,189.5,1,1,1,Lost
13827,58,3,375.9,2,3,2,Potential Loyalists
13828,22,1,209.49,3,1,1,New Customers
13831,16,6,1872.05,4,4,4,Champions
13832,19,1,52.2,3,1,1,New Customers
13833,159,1,383.85,1,1,2,Lost
13835,25,4,817.62,3,3,3,Champions
13837,212,2,266.59000000000003,1,2,1,Potential Loyalists
13838,6,4,674.82,4,3,3,Champions
13841,253,1,85.0,1,1,1,Lost
13842,59,9,3228.07,2,4,4,Potential Loyalists
13844,11,1,361.62,4,1,2,New Customers
13845,65,1,312.98,2,1,2,Potential Loyalists
13846,25,3,848.4100000000001,3,3,3,Champions
13848,298,1,135.0,1,1,1,Lost
13849,52,2,1537.95,2,2,3,Potential Loyalists
13850,129,1,1595.48,2,1,4,Potential Loyalists
13851,96,3,1763.46,2,3,4,Potential Loyalists
13853,57,1,1090.1399999999999,2,1,3,Potential Loyalists
13854,9,25,8109.5199999999995,4,4,4,Champions
13856,169,3,294.9,1,3,2,At Risk
13858,57,1,216.17000000000002,2,1,1,Potential Loyalists
13859,326,1,201.16,1,1,1,Lost
13860,1,5,1245.9,4,4,3,Champions
13862,18,8,2209.36,4,4,4,Champions
13863,248,1,305.78,1,1,2,Lost
13865,58,4,501.56,2,3,2,Potential Loyalists
13866,74,1,145.67,2,1,1,Potential Loyalists
13867,31,3,1005.09,3,3,3,Champions
13868,39,1,507.54,3,1,2,New Customers
13869,123,4,3083.65,2,3,4,Potential Loyalists
13870,2,8,2737.04,4,4,4,Champions
13871,23,13,6403.25,3,4,4,Champions
13873,120,3,389.6,2,3,2,Potential Loyalists
13874,358,1,361.7,1,1,2,Lost
13875,54,5,1786.79,2,4,4,Potential Loyalists
13876,64,1,122.7,2,1,1,Potential Loyalists
13877,86,1,117.24,2,1,1,Potential Loyalists
13878,55,1,1237.67,2,1,3,Potential Loyalists
13880,21,13,3185.87,3,4,4,Champions
13881,4,19,12198.880000000001,4,4,4,Champions
13882,3,5,1081.28,4,4,3,Champions
13883,11,5,2640.58,4,4,4,Champions
13884,7,5,787.6,4,4,3,Champions
13885,189,2,506.8,1,2,2,Potential Loyalists
13886,71,1,243.56,2,1,1,Potential Loyalists
13887,204,1,349.55,1,1,2,Lost
13888,120,2,595.67,2,2,2,Potential Loyalists
13889,93,1,416.90000000000003,2,1,2,Potential Loyalists
13890,1,10,1883.81,4,4,4,Champions
13892,27,4,518.13,3,3,2,Potential Loyalists
13893,298,1,821.1,1,1,3,Lost
13894,24,3,564.62,3,3,2,Potential Loyalists
13895,28,4,2593.07,3,3,4,Champions
13897,50,1,311.16,3,1,2,New Customers
13898,326,1,155.93,1,1,1,Lost
13899,16,2,388.52,4,2,2,New Customers
13900,183,3,740.95,1,3,3,Cannot Lose Them
13901,72,5,2762.35,2,4,4,Potential Loyalists
13904,37,2,332.64,3,2,2,New Customers
13908,80,4,2319.55,2,3,4,Potential Loyalists
13911,57,9,2288.11,2,4,4,Potential Loyalists
13914,12,2,626.45,4,2,2,New Customers
13917,50,2,272.04,3,2,1,New Customers
13918,50,2,828.84,3,2,3,New Customers
13919,59,2,331.86,2,2,2,Potential Loyalists
13922,352,1,172.25,1,1,1,Lost
13923,54,1,351.13,2,1,2,Potential Loyalists
13924,2,6,1804.95,4,4,4,Champions
13925,93,4,593.5,2,3,2,Potential Loyalists
13926,23,1,183.9,3,1,1,New Customers
13927,75,1,348.99,2,1,2,Potential Loyalists
13928,11,4,464.57,4,3,2,Potential Loyalists
13929,169,2,842.65,1,2,3,Potential Loyalists
13930,58,2,337.34,2,2,2,Potential Loyalists
13931,96,2,1237.53,2,2,3,Potential Loyalists
13932,295,1,307.4,1,1,2,Lost
13933,109,2,608.79,2,2,2,Potential Loyalists
13934,264,1,922.1,1,1,3,Lost
13936,180,1,376.58,1,1,2,Lost
13937,169,1,158.85,1,1,1,Lost
